Crew Mission Name,Name,EVA Number,Start Date,End Date,Duration,Moonwalk,Stand Up Only,Deep Space,Traveler launch date,Launching spacecraft,Destination
ISS Expedition 5,Valery Korzun,226,26-Aug-02,26-Aug-02,05:21:00,FALSE,FALSE,FALSE,05-06-2002,"STS-111, Endeavour",ISS
ISS Expedition 5,Sergei Treshchov,226,26-Aug-02,26-Aug-02,05:21:00,FALSE,FALSE,FALSE,05-06-2002,"STS-111, Endeavour",ISS
STS-112,David Wolf,227,10-Oct-02,10-Oct-02,07:01:00,FALSE,FALSE,FALSE,07-10-2002,"STS-112, Atlantis",ISS
STS-112,Piers Sellers,227,10-Oct-02,10-Oct-02,07:01:00,FALSE,FALSE,FALSE,07-10-2002,"STS-112, Atlantis",ISS
STS-112,David Wolf,228,12-Oct-02,12-Oct-02,06:04:00,FALSE,FALSE,FALSE,07-10-2002,"STS-112, Atlantis",ISS
STS-112,Piers Sellers,228,12-Oct-02,12-Oct-02,06:04:00,FALSE,FALSE,FALSE,07-10-2002,"STS-112, Atlantis",ISS
STS-112,David Wolf,229,14-Oct-02,14-Oct-02,06:36:00,FALSE,FALSE,FALSE,07-10-2002,"STS-112, Atlantis",ISS
STS-112,Piers Sellers,229,14-Oct-02,14-Oct-02,06:36:00,FALSE,FALSE,FALSE,07-10-2002,"STS-112, Atlantis",ISS
STS-113,Michael Lopez-Alegria,230,26-Nov-02,27-Nov-02,06:45:00,FALSE,FALSE,FALSE,24-11-2002,"STS-113, Endeavour",ISS
STS-113,John Herrington,230,26-Nov-02,27-Nov-02,06:45:00,FALSE,FALSE,FALSE,24-11-2002,"STS-113, Endeavour",ISS
STS-113,Michael Lopez-Alegria,231,28-Nov-02,29-Nov-02,06:10:00,FALSE,FALSE,FALSE,24-11-2002,"STS-113, Endeavour",ISS
STS-113,John Herrington,231,28-Nov-02,29-Nov-02,06:10:00,FALSE,FALSE,FALSE,24-11-2002,"STS-113, Endeavour",ISS
STS-113,Michael Lopez-Alegria,232,30-Nov-02,01-Dec-02,07:00:00,FALSE,FALSE,FALSE,24-11-2002,"STS-113, Endeavour",ISS
STS-113,John Herrington,232,30-Nov-02,01-Dec-02,07:00:00,FALSE,FALSE,FALSE,24-11-2002,"STS-113, Endeavour",ISS
ISS Expedition 6,Kenneth Bowersox,233,15-Jan-03,15-Jan-03,06:51:00,FALSE,FALSE,FALSE,24-11-2002,"STS-113, Endeavour",ISS
ISS Expedition 6,Donald Pettit,233,15-Jan-03,15-Jan-03,06:51:00,FALSE,FALSE,FALSE,24-11-2002,"STS-113, Endeavour",ISS
ISS Expedition 6,Kenneth Bowersox,234,08-Apr-03,08-Apr-03,06:26:00,FALSE,FALSE,FALSE,24-11-2002,"STS-113, Endeavour",ISS
ISS Expedition 6,Donald Pettit,234,08-Apr-03,08-Apr-03,06:26:00,FALSE,FALSE,FALSE,24-11-2002,"STS-113, Endeavour",ISS
ISS Expedition 8,Michael Foale,235,26-Feb-04,27-Feb-04,03:55:00,FALSE,FALSE,FALSE,18-10-2003,Soyuz TMA-3,ISS
ISS Expedition 8,Alexsandr Kaleri,235,26-Feb-04,27-Feb-04,03:55:00,FALSE,FALSE,FALSE,18-10-2003,Soyuz TMA-3,ISS
ISS Expedition 9,Gennady Padalka,236,24-Jun-04,24-Jun-04,00:13:00,FALSE,FALSE,FALSE,19-04-2004,Soyuz TMA-4,ISS
ISS Expedition 9,Michael Fincke,236,24-Jun-04,24-Jun-04,00:13:00,FALSE,FALSE,FALSE,19-04-2004,Soyuz TMA-4,ISS
ISS Expedition 9,Gennady Padalka,237,30-Jun-04,01-Jul-04,05:40:00,FALSE,FALSE,FALSE,19-04-2004,Soyuz TMA-4,ISS
ISS Expedition 9,Michael Fincke,237,30-Jun-04,01-Jul-04,05:40:00,FALSE,FALSE,FALSE,19-04-2004,Soyuz TMA-4,ISS
ISS Expedition 9,Gennady Padalka,238,03-Aug-04,03-Aug-04,04:30:00,FALSE,FALSE,FALSE,19-04-2004,Soyuz TMA-4,ISS
ISS Expedition 9,Michael Fincke,238,03-Aug-04,03-Aug-04,04:30:00,FALSE,FALSE,FALSE,19-04-2004,Soyuz TMA-4,ISS
ISS Expedition 9,Gennady Padalka,239,03-Sep-04,03-Sep-04,05:21:00,FALSE,FALSE,FALSE,19-04-2004,Soyuz TMA-4,ISS
ISS Expedition 9,Michael Fincke,239,03-Sep-04,03-Sep-04,05:21:00,FALSE,FALSE,FALSE,19-04-2004,Soyuz TMA-4,ISS
ISS Expedition 10,Leroy Chiao,240,26-Jan-05,26-Jan-05,05:28:00,FALSE,FALSE,FALSE,14-10-2004,Soyuz TMA-5,ISS
ISS Expedition 10,Salizhan Sharipov,240,26-Jan-05,26-Jan-05,05:28:00,FALSE,FALSE,FALSE,14-10-2004,Soyuz TMA-5,ISS
ISS Expedition 10,Leroy Chiao,241,28-Mar-05,28-Mar-05,05:06:00,FALSE,FALSE,FALSE,14-10-2004,Soyuz TMA-5,ISS
ISS Expedition 10,Salizhan Sharipov,241,28-Mar-05,28-Mar-05,05:06:00,FALSE,FALSE,FALSE,14-10-2004,Soyuz TMA-5,ISS
STS-114,Soichi Noguchi,242,30-Jul-05,30-Jul-05,06:50:00,FALSE,FALSE,FALSE,26-07-2005,"STS-114, Discovery",ISS
STS-114,Stephen Robinson,242,30-Jul-05,30-Jul-05,06:50:00,FALSE,FALSE,FALSE,26-07-2005,"STS-114, Discovery",ISS
STS-114,Soichi Noguchi,243,01-Aug-05,01-Aug-05,07:14:00,FALSE,FALSE,FALSE,26-07-2005,"STS-114, Discovery",ISS
STS-114,Stephen Robinson,243,01-Aug-05,01-Aug-05,07:14:00,FALSE,FALSE,FALSE,26-07-2005,"STS-114, Discovery",ISS
STS-114,Soichi Noguchi,244,03-Aug-05,03-Aug-05,06:01:00,FALSE,FALSE,FALSE,26-07-2005,"STS-114, Discovery",ISS
STS-114,Stephen Robinson,244,03-Aug-05,03-Aug-05,06:01:00,FALSE,FALSE,FALSE,26-07-2005,"STS-114, Discovery",ISS
ISS Expedition 11,Sergei Krikalev,245,18-Aug-05,19-Aug-05,04:58:00,FALSE,FALSE,FALSE,15-04-2005,Soyuz TMA-6,ISS
ISS Expedition 11,John Phillips,245,18-Aug-05,19-Aug-05,04:58:00,FALSE,FALSE,FALSE,15-04-2005,Soyuz TMA-6,ISS
ISS Expedition 12,William S. McArthur,246,07-Nov-05,07-Nov-05,05:22:00,FALSE,FALSE,FALSE,01-10-2005,Soyuz TMA-7,ISS
ISS Expedition 12,Valery Tokarev,246,07-Nov-05,07-Nov-05,05:22:00,FALSE,FALSE,FALSE,01-10-2005,Soyuz TMA-7,ISS
ISS Expedition 12,William S. McArthur,247,03-Feb-06,03-Feb-06,05:43:00,FALSE,FALSE,FALSE,01-10-2005,Soyuz TMA-7,ISS
ISS Expedition 12,Valery Tokarev,247,03-Feb-06,03-Feb-06,05:43:00,FALSE,FALSE,FALSE,01-10-2005,Soyuz TMA-7,ISS
ISS Expedition 13,Pavel Vinogradov,248,01-Jun-06,02-Jun-06,06:31:00,FALSE,FALSE,FALSE,30-03-2006,Soyuz TMA-8,ISS
ISS Expedition 13,Jeffrey Williams,248,01-Jun-06,02-Jun-06,06:31:00,FALSE,FALSE,FALSE,30-03-2006,Soyuz TMA-8,ISS
STS-121,Piers Sellers,249,08-Jul-06,08-Jul-06,07:31:00,FALSE,FALSE,FALSE,04-07-2006,"STS-121, Discovery",ISS
STS-121,Michael Fossum,249,08-Jul-06,08-Jul-06,07:31:00,FALSE,FALSE,FALSE,04-07-2006,"STS-121, Discovery",ISS
STS-121,Piers Sellers,250,10-Jul-06,10-Jul-06,06:47:00,FALSE,FALSE,FALSE,04-07-2006,"STS-121, Discovery",ISS
STS-121,Michael Fossum,250,10-Jul-06,10-Jul-06,06:47:00,FALSE,FALSE,FALSE,04-07-2006,"STS-121, Discovery",ISS
STS-121,Piers Sellers,251,12-Jul-06,12-Jul-06,07:11:00,FALSE,FALSE,FALSE,04-07-2006,"STS-121, Discovery",ISS
STS-121,Michael Fossum,251,12-Jul-06,12-Jul-06,07:11:00,FALSE,FALSE,FALSE,04-07-2006,"STS-121, Discovery",ISS
ISS Expedition 13,Jeffrey Williams,252,03-Aug-06,03-Aug-06,05:54:00,FALSE,FALSE,FALSE,30-03-2006,Soyuz TMA-8,ISS
ISS Expedition 13,Thomas Reiter,252,03-Aug-06,03-Aug-06,05:54:00,FALSE,FALSE,FALSE,04-07-2006,"STS-121, Discovery",ISS
STS-115,Joseph Tanner,253,12-Sep-06,12-Sep-06,05:26:00,FALSE,FALSE,FALSE,09-09-2006,"STS-115, Atlantis",ISS
STS-115,Heidemarie Stefanyshyn-Piper,253,12-Sep-06,12-Sep-06,05:26:00,FALSE,FALSE,FALSE,09-09-2006,"STS-115, Atlantis",ISS
STS-115,Daniel Burbank,254,13-Sep-06,13-Sep-06,07:11:00,FALSE,FALSE,FALSE,09-09-2006,"STS-115, Atlantis",ISS
STS-115,Steven MacLean,254,13-Sep-06,13-Sep-06,07:11:00,FALSE,FALSE,FALSE,09-09-2006,"STS-115, Atlantis",ISS
STS-115,Joseph Tanner,255,15-Sep-06,15-Sep-06,06:42:00,FALSE,FALSE,FALSE,09-09-2006,"STS-115, Atlantis",ISS
STS-115,Heidemarie Stefanyshyn-Piper,255,15-Sep-06,15-Sep-06,06:42:00,FALSE,FALSE,FALSE,09-09-2006,"STS-115, Atlantis",ISS
Expedition 14,Mikhail Tyurin,256,22-Nov-06,23-Nov-06,05:38:00,FALSE,FALSE,FALSE,18-09-2006,Soyuz TMA-9,ISS
Expedition 14,Michael Lopez-Alegria,256,22-Nov-06,23-Nov-06,05:38:00,FALSE,FALSE,FALSE,18-09-2006,Soyuz TMA-9,ISS
STS-116,Robert Curbeam,257,12-Dec-06,13-Dec-06,06:36:00,FALSE,FALSE,FALSE,09-12-2006,"STS-116, Discovery",ISS
STS-116,Christer Fuglesang,257,12-Dec-06,13-Dec-06,06:36:00,FALSE,FALSE,FALSE,09-12-2006,"STS-116, Discovery",ISS
STS-116,Robert Curbeam,258,14-Dec-06,15-Dec-06,05:00:00,FALSE,FALSE,FALSE,09-12-2006,"STS-116, Discovery",ISS
STS-116,Christer Fuglesang,258,14-Dec-06,15-Dec-06,05:00:00,FALSE,FALSE,FALSE,09-12-2006,"STS-116, Discovery",ISS
STS-116,Robert Curbeam,259,16-Dec-06,17-Dec-06,07:32:00,FALSE,FALSE,FALSE,09-12-2006,"STS-116, Discovery",ISS
STS-116,Sunita Williams,259,16-Dec-06,17-Dec-06,07:32:00,FALSE,FALSE,FALSE,09-12-2006,"STS-116, Discovery",ISS
STS-116,Robert Curbeam,260,18-Dec-06,19-Dec-06,06:38:00,FALSE,FALSE,FALSE,09-12-2006,"STS-116, Discovery",ISS
STS-116,Christer Fuglesang,260,18-Dec-06,19-Dec-06,06:38:00,FALSE,FALSE,FALSE,09-12-2006,"STS-116, Discovery",ISS
Expedition 14,Michael Lopez-Alegria,261,31-Jan-07,31-Jan-07,07:55:00,FALSE,FALSE,FALSE,18-09-2006,Soyuz TMA-9,ISS
Expedition 14,Sunita Williams,261,31-Jan-07,31-Jan-07,07:55:00,FALSE,FALSE,FALSE,09-12-2006,"STS-116, Discovery",ISS
Expedition 14,Michael Lopez-Alegria,262,04-Feb-07,04-Feb-07,07:11:00,FALSE,FALSE,FALSE,18-09-2006,Soyuz TMA-9,ISS
Expedition 14,Sunita Williams,262,04-Feb-07,04-Feb-07,07:11:00,FALSE,FALSE,FALSE,09-12-2006,"STS-116, Discovery",ISS
Expedition 14,Michael Lopez-Alegria,263,08-Feb-07,08-Feb-07,06:40:00,FALSE,FALSE,FALSE,18-09-2006,Soyuz TMA-9,ISS
Expedition 14,Sunita Williams,263,08-Feb-07,08-Feb-07,06:40:00,FALSE,FALSE,FALSE,09-12-2006,"STS-116, Discovery",ISS
Expedition 14,Michael Lopez-Alegria,264,22-Feb-07,22-Feb-07,06:18:00,FALSE,FALSE,FALSE,18-09-2006,Soyuz TMA-9,ISS
Expedition 14,Mikhail Tyurin,264,22-Feb-07,22-Feb-07,06:18:00,FALSE,FALSE,FALSE,18-09-2006,Soyuz TMA-9,ISS
Expedition 15,Oleg Kotov,265,30-May-07,31-May-07,05:25:00,FALSE,FALSE,FALSE,07-04-2007,Soyuz TMA-10,ISS
Expedition 15,Fyodor Yurchikhin,265,30-May-07,31-May-07,05:25:00,FALSE,FALSE,FALSE,07-04-2007,Soyuz TMA-10,ISS
Expedition 15,Oleg Kotov,266,06-Jun-07,06-Jun-07,05:37:00,FALSE,FALSE,FALSE,07-04-2007,Soyuz TMA-10,ISS
Expedition 15,Fyodor Yurchikhin,266,06-Jun-07,06-Jun-07,05:37:00,FALSE,FALSE,FALSE,07-04-2007,Soyuz TMA-10,ISS
STS-117,James F. Reilly,267,11-Jun-07,12-Jun-07,06:15:00,FALSE,FALSE,FALSE,08-06-2007,"STS-117, Atlantis",ISS
STS-117,John D. Olivas,267,11-Jun-07,12-Jun-07,06:15:00,FALSE,FALSE,FALSE,08-06-2007,"STS-117, Atlantis",ISS
STS-117,Patrick Forrester,268,13-Jun-07,14-Jun-07,07:16:00,FALSE,FALSE,FALSE,08-06-2007,"STS-117, Atlantis",ISS
STS-117,Steven Swanson,268,13-Jun-07,14-Jun-07,07:16:00,FALSE,FALSE,FALSE,08-06-2007,"STS-117, Atlantis",ISS
STS-117,James F. Reilly,269,15-Jun-07,16-Jun-07,07:58:00,FALSE,FALSE,FALSE,08-06-2007,"STS-117, Atlantis",ISS
STS-117,John D. Olivas,269,15-Jun-07,16-Jun-07,07:58:00,FALSE,FALSE,FALSE,08-06-2007,"STS-117, Atlantis",ISS
STS-117,Patrick Forrester,270,17-Jun-07,17-Jun-07,06:29:00,FALSE,FALSE,FALSE,08-06-2007,"STS-117, Atlantis",ISS
STS-117,Steven Swanson,270,17-Jun-07,17-Jun-07,06:29:00,FALSE,FALSE,FALSE,08-06-2007,"STS-117, Atlantis",ISS
Expedition 15,Clayton Anderson,271,23-Jul-07,23-Jul-07,07:41:00,FALSE,FALSE,FALSE,08-06-2007,"STS-117, Atlantis",ISS
Expedition 15,Fyodor Yurchikhin,271,23-Jul-07,23-Jul-07,07:41:00,FALSE,FALSE,FALSE,07-04-2007,Soyuz TMA-10,ISS
STS-118,Richard Mastracchio,272,11-Aug-07,11-Aug-07,06:17:00,FALSE,FALSE,FALSE,08-08-2007,"STS-118, Endeavour",ISS
STS-118,Dafydd Williams,272,11-Aug-07,11-Aug-07,06:17:00,FALSE,FALSE,FALSE,08-08-2007,"STS-118, Endeavour",ISS
STS-118,Richard Mastracchio,273,13-Aug-07,13-Aug-07,06:28:00,FALSE,FALSE,FALSE,08-08-2007,"STS-118, Endeavour",ISS
STS-118,Dafydd Williams,273,13-Aug-07,13-Aug-07,06:28:00,FALSE,FALSE,FALSE,08-08-2007,"STS-118, Endeavour",ISS
STS-118,Richard Mastracchio,274,15-Aug-07,15-Aug-07,05:28:00,FALSE,FALSE,FALSE,08-08-2007,"STS-118, Endeavour",ISS
STS-118,Clayton Anderson,274,15-Aug-07,15-Aug-07,05:28:00,FALSE,FALSE,FALSE,08-06-2007,"STS-117, Atlantis",ISS
STS-118,Dafydd Williams,275,18-Aug-07,18-Aug-07,04:45:00,FALSE,FALSE,FALSE,08-08-2007,"STS-118, Endeavour",ISS
STS-118,Clayton Anderson,275,18-Aug-07,18-Aug-07,04:45:00,FALSE,FALSE,FALSE,08-06-2007,"STS-117, Atlantis",ISS
STS-120,Scott Parazynski,276,26-Oct-07,26-Oct-07,06:14:00,FALSE,FALSE,FALSE,23-10-2007,"STS-120, Discovery",ISS
STS-120,Douglas H. Wheelock,276,26-Oct-07,26-Oct-07,06:14:00,FALSE,FALSE,FALSE,23-10-2007,"STS-120, Discovery",ISS
STS-120,Scott Parazynski,277,28-Oct-07,28-Oct-07,06:33:00,FALSE,FALSE,FALSE,23-10-2007,"STS-120, Discovery",ISS
STS-120,Daniel Tani,277,28-Oct-07,28-Oct-07,06:33:00,FALSE,FALSE,FALSE,23-10-2007,"STS-120, Discovery",ISS
STS-120,Scott Parazynski,278,30-Oct-07,30-Oct-07,07:08:00,FALSE,FALSE,FALSE,23-10-2007,"STS-120, Discovery",ISS
STS-120,Douglas H. Wheelock,278,30-Oct-07,30-Oct-07,07:08:00,FALSE,FALSE,FALSE,23-10-2007,"STS-120, Discovery",ISS
STS-120,Scott Parazynski,279,03-Nov-07,03-Nov-07,07:19:00,FALSE,FALSE,FALSE,23-10-2007,"STS-120, Discovery",ISS
STS-120,Douglas H. Wheelock,279,03-Nov-07,03-Nov-07,07:19:00,FALSE,FALSE,FALSE,23-10-2007,"STS-120, Discovery",ISS
Expedition 16,Peggy Whitson,280,09-Nov-07,09-Nov-07,06:55:00,FALSE,FALSE,FALSE,10-10-2007,Soyuz TMA-11,ISS
Expedition 16,Yuri Malenchenko,280,09-Nov-07,09-Nov-07,06:55:00,FALSE,FALSE,FALSE,10-10-2007,Soyuz TMA-11,ISS
Expedition 16,Peggy Whitson,281,20-Nov-07,20-Nov-07,07:16:00,FALSE,FALSE,FALSE,10-10-2007,Soyuz TMA-11,ISS
Expedition 16,Daniel Tani,281,20-Nov-07,20-Nov-07,07:16:00,FALSE,FALSE,FALSE,23-10-2007,"STS-120, Discovery",ISS
Expedition 16,Peggy Whitson,282,24-Nov-07,24-Nov-07,07:04:00,FALSE,FALSE,FALSE,10-10-2007,Soyuz TMA-11,ISS
Expedition 16,Daniel Tani,282,24-Nov-07,24-Nov-07,07:04:00,FALSE,FALSE,FALSE,23-10-2007,"STS-120, Discovery",ISS
Expedition 16,Peggy Whitson,283,18-Dec-07,18-Dec-07,06:56:00,FALSE,FALSE,FALSE,10-10-2007,Soyuz TMA-11,ISS
Expedition 16,Daniel Tani,283,18-Dec-07,18-Dec-07,06:56:00,FALSE,FALSE,FALSE,23-10-2007,"STS-120, Discovery",ISS
Expedition 16,Peggy Whitson,284,30-Jan-08,30-Jan-08,07:10:00,FALSE,FALSE,FALSE,10-10-2007,Soyuz TMA-11,ISS
Expedition 16,Daniel Tani,284,30-Jan-08,30-Jan-08,07:10:00,FALSE,FALSE,FALSE,23-10-2007,"STS-120, Discovery",ISS
STS-122,Rex Walheim,285,11-Feb-08,11-Feb-08,07:58:00,FALSE,FALSE,FALSE,07-02-2008,"STS-122, Atlantis",ISS
STS-122,Stanley G. Love,285,11-Feb-08,11-Feb-08,07:58:00,FALSE,FALSE,FALSE,07-02-2008,"STS-122, Atlantis",ISS
STS-122,Rex Walheim,286,13-Feb-08,13-Feb-08,06:45:00,FALSE,FALSE,FALSE,07-02-2008,"STS-122, Atlantis",ISS
STS-122,Hans Schlegel,286,13-Feb-08,13-Feb-08,06:45:00,FALSE,FALSE,FALSE,07-02-2008,"STS-122, Atlantis",ISS
STS-122,Rex Walheim,287,15-Feb-08,15-Feb-08,07:25:00,FALSE,FALSE,FALSE,07-02-2008,"STS-122, Atlantis",ISS
STS-122,Stanley G. Love,287,15-Feb-08,15-Feb-08,07:25:00,FALSE,FALSE,FALSE,07-02-2008,"STS-122, Atlantis",ISS
STS-123,Richard Linnehan,288,14-Mar-08,14-Mar-08,07:01:00,FALSE,FALSE,FALSE,11-03-2008,"STS-123, Endeavour",ISS
STS-123,Garrett Reisman,288,14-Mar-08,14-Mar-08,07:01:00,FALSE,FALSE,FALSE,11-03-2008,"STS-123, Endeavour",ISS
STS-123,Richard Linnehan,289,15-Mar-08,16-Mar-08,07:08:00,FALSE,FALSE,FALSE,11-03-2008,"STS-123, Endeavour",ISS
STS-123,Michael Foreman,289,15-Mar-08,16-Mar-08,07:08:00,FALSE,FALSE,FALSE,11-03-2008,"STS-123, Endeavour",ISS
STS-123,Richard Linnehan,290,17-Mar-08,18-Mar-08,06:53:00,FALSE,FALSE,FALSE,11-03-2008,"STS-123, Endeavour",ISS
STS-123,Robert L. Behnken,290,17-Mar-08,18-Mar-08,06:53:00,FALSE,FALSE,FALSE,11-03-2008,"STS-123, Endeavour",ISS
STS-123,Robert L. Behnken,291,20-Mar-08,21-Mar-08,06:24:00,FALSE,FALSE,FALSE,11-03-2008,"STS-123, Endeavour",ISS
STS-123,Michael Foreman,291,20-Mar-08,21-Mar-08,06:24:00,FALSE,FALSE,FALSE,11-03-2008,"STS-123, Endeavour",ISS
STS-123,Robert L. Behnken,292,22-Mar-08,23-Mar-08,06:02:00,FALSE,FALSE,FALSE,11-03-2008,"STS-123, Endeavour",ISS
STS-123,Michael Foreman,292,22-Mar-08,23-Mar-08,06:02:00,FALSE,FALSE,FALSE,11-03-2008,"STS-123, Endeavour",ISS
STS-124,Ronald Garan,293,03-Jun-08,03-Jun-08,06:48:00,FALSE,FALSE,FALSE,31-05-2008,"STS-124, Discovery",ISS
STS-124,Michael Fossum,293,03-Jun-08,03-Jun-08,06:48:00,FALSE,FALSE,FALSE,31-05-2008,"STS-124, Discovery",ISS
STS-124,Ronald Garan,294,05-Jun-08,05-Jun-08,07:11:00,FALSE,FALSE,FALSE,31-05-2008,"STS-124, Discovery",ISS
STS-124,Michael Fossum,294,05-Jun-08,05-Jun-08,07:11:00,FALSE,FALSE,FALSE,31-05-2008,"STS-124, Discovery",ISS
STS-124,Ronald Garan,295,08-Jun-08,08-Jun-08,06:33:00,FALSE,FALSE,FALSE,31-05-2008,"STS-124, Discovery",ISS
STS-124,Michael Fossum,295,08-Jun-08,08-Jun-08,06:33:00,FALSE,FALSE,FALSE,31-05-2008,"STS-124, Discovery",ISS
Expedition 17,Sergey Volkov,296,10-Jul-08,11-Jul-08,06:18:00,FALSE,FALSE,FALSE,08-04-2008,Soyuz TMA-12,ISS
Expedition 17,Oleg Kononenko,296,10-Jul-08,11-Jul-08,06:18:00,FALSE,FALSE,FALSE,08-04-2008,Soyuz TMA-12,ISS
Expedition 17,Sergey Volkov,297,15-Jul-08,15-Jul-08,05:54:00,FALSE,FALSE,FALSE,08-04-2008,Soyuz TMA-12,ISS
Expedition 17,Oleg Kononenko,297,15-Jul-08,15-Jul-08,05:54:00,FALSE,FALSE,FALSE,08-04-2008,Soyuz TMA-12,ISS
Shenzhou 7,Zhai Zhigang,298,27-Sep-08,27-Sep-08,00:22:00,FALSE,FALSE,FALSE,25-09-2008,Shenzhou 7,Earth Orbit
Shenzhou 7,Liu Boming,298,27-Sep-08,27-Sep-08,00:22:00,FALSE,TRUE,FALSE,25-09-2008,Shenzhou 7,Earth Orbit
STS-126,Heidemarie Stefanyshyn-Piper,299,18-Nov-08,19-Nov-08,06:52:00,FALSE,FALSE,FALSE,15-11-2008,"STS-126, Endeavour",ISS
STS-126,Stephen G. Bowen,299,18-Nov-08,19-Nov-08,06:52:00,FALSE,FALSE,FALSE,15-11-2008,"STS-126, Endeavour",ISS
STS-126,Heidemarie Stefanyshyn-Piper,300,20-Nov-08,21-Nov-08,06:45:00,FALSE,FALSE,FALSE,15-11-2008,"STS-126, Endeavour",ISS
STS-126,Robert S. Kimbrough,300,20-Nov-08,21-Nov-08,06:45:00,FALSE,FALSE,FALSE,15-11-2008,"STS-126, Endeavour",ISS
STS-126,Heidemarie Stefanyshyn-Piper,301,22-Nov-08,23-Nov-08,07:57:00,FALSE,FALSE,FALSE,15-11-2008,"STS-126, Endeavour",ISS
STS-126,Stephen G. Bowen,301,22-Nov-08,23-Nov-08,07:57:00,FALSE,FALSE,FALSE,15-11-2008,"STS-126, Endeavour",ISS
STS-126,Stephen G. Bowen,302,24-Nov-08,25-Nov-08,06:07:00,FALSE,FALSE,FALSE,15-11-2008,"STS-126, Endeavour",ISS
STS-126,Robert S. Kimbrough,302,24-Nov-08,25-Nov-08,06:07:00,FALSE,FALSE,FALSE,15-11-2008,"STS-126, Endeavour",ISS
Expedition 18,Yuri Lonchakov,303,23-Dec-08,23-Dec-08,05:38:00,FALSE,FALSE,FALSE,12-10-2008,Soyuz TMA-13,ISS
Expedition 18,Michael Fincke,303,23-Dec-08,23-Dec-08,05:38:00,FALSE,FALSE,FALSE,12-10-2008,Soyuz TMA-13,ISS
Expedition 18,Yuri Lonchakov,304,10-Mar-09,10-Mar-09,04:49:00,FALSE,FALSE,FALSE,12-10-2008,Soyuz TMA-13,ISS
Expedition 18,Michael Fincke,304,10-Mar-09,10-Mar-09,04:49:00,FALSE,FALSE,FALSE,12-10-2008,Soyuz TMA-13,ISS
STS-119,Steven Swanson,305,19-Mar-09,19-Mar-09,06:07:00,FALSE,FALSE,FALSE,15-03-2009,"STS-119, Discovery",ISS
STS-119,Richard R. Arnold,305,19-Mar-09,19-Mar-09,06:07:00,FALSE,FALSE,FALSE,15-03-2009,"STS-119, Discovery",ISS
STS-119,Steven Swanson,306,21-Mar-09,21-Mar-09,06:30:00,FALSE,FALSE,FALSE,15-03-2009,"STS-119, Discovery",ISS
STS-119,Joseph M. Acaba,306,21-Mar-09,21-Mar-09,06:30:00,FALSE,FALSE,FALSE,15-03-2009,"STS-119, Discovery",ISS
STS-119,Joseph M. Acaba,307,23-Mar-09,23-Mar-09,06:27:00,FALSE,FALSE,FALSE,15-03-2009,"STS-119, Discovery",ISS
STS-119,Richard R. Arnold,307,23-Mar-09,23-Mar-09,06:27:00,FALSE,FALSE,FALSE,15-03-2009,"STS-119, Discovery",ISS
STS-125,John Grunsfeld,308,14-May-09,14-May-09,07:20:00,FALSE,FALSE,FALSE,11-05-2009,"STS-125, Atlantis",Earth Orbit
STS-125,Andrew J. Feustel,308,14-May-09,14-May-09,07:20:00,FALSE,FALSE,FALSE,11-05-2009,"STS-125, Atlantis",Earth Orbit
STS-125,Michael Massimino,309,15-May-09,15-May-09,07:56:00,FALSE,FALSE,FALSE,11-05-2009,"STS-125, Atlantis",Earth Orbit
STS-125,Michael T. Good,309,15-May-09,15-May-09,07:56:00,FALSE,FALSE,FALSE,11-05-2009,"STS-125, Atlantis",Earth Orbit
STS-125,John Grunsfeld,310,16-May-09,16-May-09,06:36:00,FALSE,FALSE,FALSE,11-05-2009,"STS-125, Atlantis",Earth Orbit
STS-125,Andrew J. Feustel,310,16-May-09,16-May-09,06:36:00,FALSE,FALSE,FALSE,11-05-2009,"STS-125, Atlantis",Earth Orbit
STS-125,Michael Massimino,311,17-May-09,17-May-09,08:02:00,FALSE,FALSE,FALSE,11-05-2009,"STS-125, Atlantis",Earth Orbit
STS-125,Michael T. Good,311,17-May-09,17-May-09,08:02:00,FALSE,FALSE,FALSE,11-05-2009,"STS-125, Atlantis",Earth Orbit
STS-125,John Grunsfeld,312,18-May-09,18-May-09,07:02:00,FALSE,FALSE,FALSE,11-05-2009,"STS-125, Atlantis",Earth Orbit
STS-125,Andrew J. Feustel,312,18-May-09,18-May-09,07:02:00,FALSE,FALSE,FALSE,11-05-2009,"STS-125, Atlantis",Earth Orbit
Expedition 20,Gennady Padalka,313,05-Jun-09,05-Jun-09,04:54:00,FALSE,FALSE,FALSE,26-03-2009,Soyuz TMA-14,ISS
Expedition 20,Michael Barratt,313,05-Jun-09,05-Jun-09,04:54:00,FALSE,FALSE,FALSE,26-03-2009,Soyuz TMA-14,ISS
Expedition 20,Gennady Padalka,314,10-Jun-09,10-Jun-09,00:12:00,FALSE,FALSE,FALSE,26-03-2009,Soyuz TMA-14,ISS
Expedition 20,Michael Barratt,314,10-Jun-09,10-Jun-09,00:12:00,FALSE,FALSE,FALSE,26-03-2009,Soyuz TMA-14,ISS
STS-127,David Wolf,315,18-Jul-09,18-Jul-09,05:32:00,FALSE,FALSE,FALSE,15-07-2009,"STS-127, Endeavour",ISS
STS-127,Timothy L. Kopra,315,18-Jul-09,18-Jul-09,05:32:00,FALSE,FALSE,FALSE,15-07-2009,"STS-127, Endeavour",ISS
